date,division,inflation_yoy,inflation_mom
12/1/2001,8,,
1/1/2002,8,,
2/1/2002,8,,
3/1/2002,8,,
4/1/2002,8,,
5/1/2002,8,,
6/1/2002,8,,
7/1/2002,8,,
8/1/2002,8,,
9/1/2002,8,,
10/1/2002,8,,
11/1/2002,8,,
12/1/2002,8,,
1/1/2003,8,,
2/1/2003,8,,
3/1/2003,8,,
4/1/2003,8,,
5/1/2003,8,,
6/1/2003,8,,
7/1/2003,8,,
8/1/2003,8,,
9/1/2003,8,,
10/1/2003,8,,
11/1/2003,8,,
12/1/2003,8,,
1/1/2004,8,,
2/1/2004,8,,
3/1/2004,8,,
4/1/2004,8,,
5/1/2004,8,,
6/1/2004,8,,
7/1/2004,8,,
8/1/2004,8,,
9/1/2004,8,,
10/1/2004,8,,
11/1/2004,8,,
12/1/2004,8,,
1/1/2005,8,,
2/1/2005,8,,0
3/1/2005,8,,-0.1
4/1/2005,8,,-0.2
5/1/2005,8,,-0.1
6/1/2005,8,,-0.2
7/1/2005,8,,0
8/1/2005,8,,-0.1
9/1/2005,8,,0
10/1/2005,8,,-0.1
11/1/2005,8,,-0.1
12/1/2005,8,,-0.2
1/1/2006,8,-1,0
2/1/2006,8,-1.1,-0.1
3/1/2006,8,-1.2,-0.2
4/1/2006,8,-1.3,-0.3
5/1/2006,8,-1.4,-0.2
6/1/2006,8,-1.4,-0.2
7/1/2006,8,-1.5,-0.1
8/1/2006,8,-1.5,-0.1
9/1/2006,8,-1.6,-0.1
10/1/2006,8,-1.6,-0.1
11/1/2006,8,-1.6,-0.1
12/1/2006,8,-1.5,-0.1
1/1/2007,8,-1.6,-0.1
2/1/2007,8,-1.6,-0.1
3/1/2007,8,-1.5,-0.1
4/1/2007,8,-1.4,-0.1
5/1/2007,8,-1.3,-0.1
6/1/2007,8,-1.2,-0.1
7/1/2007,8,-1.1,0
8/1/2007,8,-1.2,-0.2
9/1/2007,8,-0.9,0.2
10/1/2007,8,-1,-0.2
11/1/2007,8,-0.9,0
12/1/2007,8,-0.9,-0.1
1/1/2008,8,-0.9,-0.1
2/1/2008,8,-0.8,0
3/1/2008,8,-0.7,0
4/1/2008,8,-0.7,-0.1
5/1/2008,8,-0.7,-0.1
6/1/2008,8,-0.6,0
7/1/2008,8,-0.7,-0.1
8/1/2008,8,-0.5,0
9/1/2008,8,-0.7,0
10/1/2008,8,-0.5,0
11/1/2008,8,-0.6,-0.1
12/1/2008,8,-0.6,-0.1
1/1/2009,8,-0.5,0
2/1/2009,8,-0.5,0
3/1/2009,8,-0.6,-0.1
4/1/2009,8,-0.5,0
5/1/2009,8,-0.4,0
6/1/2009,8,-0.5,-0.1
7/1/2009,8,-0.4,0
8/1/2009,8,-0.4,0
9/1/2009,8,-0.5,-0.1
10/1/2009,8,-0.5,0
11/1/2009,8,-0.4,0
12/1/2009,8,-0.4,-0.1
1/1/2010,8,-0.4,0
2/1/2010,8,-0.4,0
3/1/2010,8,-0.4,-0.1
4/1/2010,8,-0.9,-0.5
5/1/2010,8,-0.9,0
6/1/2010,8,-0.8,0
7/1/2010,8,-0.4,0.4
8/1/2010,8,-0.5,-0.1
9/1/2010,8,-0.3,0.1
10/1/2010,8,-0.4,-0.1
11/1/2010,8,-0.4,0
12/1/2010,8,-0.3,0
1/1/2011,8,-0.3,0
2/1/2011,8,-0.3,0
3/1/2011,8,-0.2,0
4/1/2011,8,0.2,-0.1
5/1/2011,8,0.1,-0.1
6/1/2011,8,0,-0.1
7/1/2011,8,-0.4,0
8/1/2011,8,-0.4,-0.1
9/1/2011,8,-0.5,0
10/1/2011,8,-0.5,-0.1
11/1/2011,8,-0.5,0
12/1/2011,8,-0.6,-0.1
1/1/2012,8,-0.6,0
2/1/2012,8,-0.6,0
3/1/2012,8,-0.7,-0.1
4/1/2012,8,-0.7,-0.1
5/1/2012,8,-0.6,0
6/1/2012,8,-0.6,-0.1
7/1/2012,8,-0.6,0
8/1/2012,8,-0.6,-0.1
9/1/2012,8,-0.7,-0.1
10/1/2012,8,-0.7,-0.1
11/1/2012,8,-0.7,0
12/1/2012,8,-0.6,0
1/1/2013,8,-0.8,-0.2
2/1/2013,8,-0.7,0.1
3/1/2013,8,-0.7,-0.1
4/1/2013,8,-0.7,-0.1
5/1/2013,8,-0.7,0
6/1/2013,8,-0.7,-0.1
7/1/2013,8,-0.7,0
8/1/2013,8,-0.7,-0.1
9/1/2013,8,-0.6,0
10/1/2013,8,-0.5,0
11/1/2013,8,-0.6,-0.1
12/1/2013,8,-0.6,0
1/1/2014,8,-0.4,0
2/1/2014,8,-0.6,-0.1
3/1/2014,8,-0.5,0
4/1/2014,8,-0.6,-0.2
5/1/2014,8,-0.7,-0.1
6/1/2014,8,-0.6,0
7/1/2014,8,-0.7,-0.1
8/1/2014,8,-0.7,-0.1
9/1/2014,8,-0.8,-0.1
10/1/2014,8,-0.9,-0.1
11/1/2014,8,-0.9,-0.1
12/1/2014,8,-0.9,0
1/1/2015,8,-1,-0.1
2/1/2015,8,-0.9,0
3/1/2015,8,-0.9,0
4/1/2015,8,2.3,3.1
5/1/2015,8,2.6,0.1
6/1/2015,8,2.6,0
7/1/2015,8,2.8,0.1
8/1/2015,8,3,0.1
9/1/2015,8,3.2,0.1
10/1/2015,8,3.3,0
11/1/2015,8,3.4,0
12/1/2015,8,3.3,-0.1
1/1/2016,8,0.9,-2.4
2/1/2016,8,0.9,0
3/1/2016,8,0.9,0
4/1/2016,8,-2.1,0
5/1/2016,8,-2.2,0
6/1/2016,8,-2.2,0
7/1/2016,8,-2.3,0
8/1/2016,8,-2.4,0
9/1/2016,8,-2.6,-0.1
10/1/2016,8,-2.6,0
11/1/2016,8,-2.7,-0.1
12/1/2016,8,-2.6,0
1/1/2017,8,-0.2,0
2/1/2017,8,-0.3,-0.1
3/1/2017,8,-0.2,0.1
4/1/2017,8,-0.3,-0.1
5/1/2017,8,-0.3,0
6/1/2017,8,-0.3,0
7/1/2017,8,-0.3,0
8/1/2017,8,-0.3,0
9/1/2017,8,-0.3,-0.1
10/1/2017,8,-0.4,-0.1
11/1/2017,8,-0.5,-0.2
12/1/2017,8,-0.5,0
1/1/2018,8,-0.5,0
2/1/2018,8,-0.5,-0.1
3/1/2018,8,-0.7,-0.1
4/1/2018,8,-0.7,-0.1
5/1/2018,8,-0.9,-0.2
6/1/2018,8,-3.9,-3
7/1/2018,8,-3.9,0
8/1/2018,8,-4,-0.1
9/1/2018,8,-1.6,2.3
10/1/2018,8,-1.5,0
11/1/2018,8,-1.3,0
12/1/2018,8,-1.3,0
1/1/2019,8,-1.3,0
2/1/2019,8,-1.2,0
3/1/2019,8,-1.1,0
4/1/2019,8,-1.1,-0.1
5/1/2019,8,-0.9,0
6/1/2019,8,2.1,0
7/1/2019,8,2.1,0
8/1/2019,8,2.2,0
9/1/2019,8,-0.1,0
10/1/2019,8,1.5,1.6
11/1/2019,8,1.5,0
12/1/2019,8,1.5,0
1/1/2020,8,1.5,0
2/1/2020,8,1.5,0
3/1/2020,8,1.5,0
4/1/2020,8,1.6,0
5/1/2020,8,1.6,0
6/1/2020,8,1.6,0
7/1/2020,8,1.6,0
8/1/2020,8,1.6,0
9/1/2020,8,1.6,0
10/1/2020,8,0,0
11/1/2020,8,0,0
12/1/2020,8,0,0
1/1/2021,8,0,0
2/1/2021,8,0,0
3/1/2021,8,0,0
4/1/2021,8,0,0
5/1/2021,8,0,0
6/1/2021,8,0,0
7/1/2021,8,0,0
8/1/2021,8,0,0
9/1/2021,8,0,0
10/1/2021,8,0,0
11/1/2021,8,0,0
12/1/2021,8,0,0
1/1/2022,8,0,0
2/1/2022,8,0,0
3/1/2022,8,0,0
4/1/2022,8,0,0
5/1/2022,8,0,0
6/1/2022,8,0,0
7/1/2022,8,0,0
8/1/2022,8,0,0
9/1/2022,8,0,0
10/1/2022,8,0,0
11/1/2022,8,0,0
12/1/2022,8,-0.1,-0.1
1/1/2023,8,-1.4,-1.3
2/1/2023,8,-1.4,0
3/1/2023,8,-1.4,0
4/1/2023,8,-1.4,0
5/1/2023,8,-3.7,-2.3
6/1/2023,8,-3.6,0.1
7/1/2023,8,-3.7,-0.1
8/1/2023,8,-3.7,0
9/1/2023,8,-3.7,0
10/1/2023,8,-3.7,0
11/1/2023,8,-3.7,0
12/1/2023,8,-3.7,-0.1
1/1/2024,8,-2.4,0
2/1/2024,8,-2.4,0
3/1/2024,8,-2.4,0
4/1/2024,8,-2.5,-0.1
5/1/2024,8,0.4,0.6
6/1/2024,8,0.3,0
7/1/2024,8,0.5,0.1
8/1/2024,8,0.5,0
9/1/2024,8,0.4,-0.1
10/1/2024,8,-1.7,-2.1
11/1/2024,8,-3.9,-2.3
12/1/2024,8,-5.4,-1.7
1/1/2025,8,-5.3,0.1
2/1/2025,8,-5.3,0
3/1/2025,8,-5.4,-0.1
4/1/2025,8,-4.5,0.9
5/1/2025,8,-5.2,-0.1
6/1/2025,8,-5.4,-0.2
7/1/2025,8,-6.4,-0.9
8/1/2025,8,-5.6,0.8
9/1/2025,8,-4.5,1.1
10/1/2025,8,-2.4,0
11/1/2025,8,-1.3,-1.2
12/1/2025,8,0.9,0.6
1/1/2026,8,0.7,-0.1
2/1/2026,8,0.5,-0.2
3/1/2026,8,1.4,0.8
2/1/2000,9,,0.1
3/1/2000,9,,0.2
4/1/2000,9,,0
5/1/2000,9,,-0.1
6/1/2000,9,,0
7/1/2000,9,,0.1
8/1/2000,9,,-0.1
9/1/2000,9,,0.2
10/1/2000,9,,-0.1
11/1/2000,9,,0.1
12/1/2000,9,,-0.1
1/1/2001,9,0.7,0.3
2/1/2001,9,0.4,-0.1
3/1/2001,9,0.2,0
4/1/2001,9,0.1,-0.1
5/1/2001,9,0.1,-0.1
6/1/2001,9,0.1,0
7/1/2001,9,-0.1,-0.1
8/1/2001,9,-0.3,-0.3
9/1/2001,9,-0.5,0
10/1/2001,9,-0.5,-0.1
11/1/2001,9,-0.6,0
12/1/2001,9,-0.5,0
1/1/2002,9,-0.4,0.4
2/1/2002,9,0,0.3
3/1/2002,9,-0.1,-0.1
4/1/2002,9,0,0
5/1/2002,9,0,-0.1
6/1/2002,9,0,0
7/1/2002,9,0.4,0.3
8/1/2002,9,0.7,-0.1
9/1/2002,9,0.7,0
10/1/2002,9,0.7,-0.1
11/1/2002,9,0.4,-0.2
12/1/2002,9,0.4,0
1/1/2003,9,0.5,0.5
2/1/2003,9,0.6,0.4
3/1/2003,9,0.5,-0.2
4/1/2003,9,0.5,0
5/1/2003,9,0.6,0
6/1/2003,9,0.9,0.2
7/1/2003,9,0.5,0
8/1/2003,9,0.5,-0.1
9/1/2003,9,0.5,0
10/1/2003,9,0.5,-0.1
11/1/2003,9,0.8,0
12/1/2003,9,0.6,-0.1
1/1/2004,9,0.3,0.2
2/1/2004,9,-0.1,0
3/1/2004,9,-0.1,-0.2
4/1/2004,9,0,0.1
5/1/2004,9,0,0
6/1/2004,9,-0.3,-0.1
7/1/2004,9,-0.3,0
8/1/2004,9,-0.3,-0.1
9/1/2004,9,-0.3,0
10/1/2004,9,-0.4,-0.2
11/1/2004,9,-0.4,0
12/1/2004,9,-0.3,0
1/1/2005,9,0.3,0.9
2/1/2005,9,0.2,-0.1
3/1/2005,9,0.5,0.1
4/1/2005,9,0.3,-0.1
5/1/2005,9,0.3,0
6/1/2005,9,0.4,0
7/1/2005,9,0.3,-0.1
8/1/2005,9,0.4,0
9/1/2005,9,0.9,0.4
10/1/2005,9,0.9,-0.2
11/1/2005,9,0.9,0
12/1/2005,9,1.2,0.3
1/1/2006,9,0.3,0
2/1/2006,9,0.9,0.4
3/1/2006,9,0.6,-0.1
4/1/2006,9,0.7,0
5/1/2006,9,0.7,0
6/1/2006,9,0.7,0
7/1/2006,9,1.1,0.2
8/1/2006,9,1,-0.1
9/1/2006,9,0.5,0
10/1/2006,9,0.7,0
11/1/2006,9,0.7,0
12/1/2006,9,0.3,-0.1
1/1/2007,9,0.4,0.1
2/1/2007,9,0.1,0.1
3/1/2007,9,0,-0.2
4/1/2007,9,0,0
5/1/2007,9,0,0
6/1/2007,9,2.1,2.1
7/1/2007,9,2.1,0.2
8/1/2007,9,2.3,0.1
9/1/2007,9,2.3,0
10/1/2007,9,2.2,-0.1
11/1/2007,9,2.4,0.2
12/1/2007,9,2.6,0
1/1/2008,9,2.5,0.1
2/1/2008,9,2.5,0.1
3/1/2008,9,2.7,-0.1
4/1/2008,9,2.8,0.1
5/1/2008,9,2.8,0
6/1/2008,9,0.7,0.1
7/1/2008,9,0.8,0.3
8/1/2008,9,0.8,0.1
9/1/2008,9,1,0.2
10/1/2008,9,1.3,0.2
11/1/2008,9,1.2,0.1
12/1/2008,9,1.2,0
1/1/2009,9,1,-0.1
2/1/2009,9,1,0.1
3/1/2009,9,1,-0.1
4/1/2009,9,0.9,0
5/1/2009,9,1,0.1
6/1/2009,9,1,0.1
7/1/2009,9,0.7,0
8/1/2009,9,2.6,1.9
9/1/2009,9,2.5,0.1
10/1/2009,9,2.4,0.1
11/1/2009,9,2.5,0.2
12/1/2009,9,2.5,0
1/1/2010,9,2.7,0.1
2/1/2010,9,2.6,0
3/1/2010,9,2.7,0
4/1/2010,9,2.6,-0.1
5/1/2010,9,2.4,-0.1
6/1/2010,9,2.2,0
7/1/2010,9,2.4,0.1
8/1/2010,9,0.2,-0.2
9/1/2010,9,0.1,0
10/1/2010,9,-0.1,-0.1
11/1/2010,9,-0.4,-0.1
12/1/2010,9,-0.4,0
1/1/2011,9,-0.5,0
2/1/2011,9,0.3,0.8
3/1/2011,9,0.2,-0.1
4/1/2011,9,1.8,1.5
5/1/2011,9,1.9,0
6/1/2011,9,1.9,0
7/1/2011,9,2.2,0.4
8/1/2011,9,3,0.6
9/1/2011,9,3,0
10/1/2011,9,3.2,0.1
11/1/2011,9,3.4,0.1
12/1/2011,9,3.4,0
1/1/2012,9,3.5,0.1
2/1/2012,9,2.9,0.2
3/1/2012,9,2.8,-0.2
4/1/2012,9,1.3,0
5/1/2012,9,1.3,0
6/1/2012,9,1.3,0
7/1/2012,9,1,0.1
8/1/2012,9,0.3,-0.1
9/1/2012,9,0.2,-0.1
10/1/2012,9,0.1,0
11/1/2012,9,-0.1,-0.1
12/1/2012,9,-0.1,0
1/1/2013,9,-0.1,0.1
2/1/2013,9,-0.2,0.1
3/1/2013,9,0,0
4/1/2013,9,-0.1,-0.1
5/1/2013,9,-0.2,-0.1
6/1/2013,9,-0.2,0
7/1/2013,9,-0.3,0
8/1/2013,9,-0.1,0.1
9/1/2013,9,-0.1,-0.1
10/1/2013,9,-0.1,0
11/1/2013,9,0.6,0.6
12/1/2013,9,1.8,1.3
1/1/2014,9,1.6,-0.1
2/1/2014,9,1.6,0.1
3/1/2014,9,1.6,0
4/1/2014,9,1.7,0
5/1/2014,9,1.9,0.1
6/1/2014,9,1.9,0
7/1/2014,9,1.9,0
8/1/2014,9,1.8,0
9/1/2014,9,1.9,0
10/1/2014,9,1.8,-0.1
11/1/2014,9,1.3,0
12/1/2014,9,0,0
1/1/2015,9,0.5,0.4
2/1/2015,9,0.8,0.4
3/1/2015,9,0.6,-0.2
4/1/2015,9,1.5,0.9
5/1/2015,9,1.6,0.2
6/1/2015,9,1.7,0.1
7/1/2015,9,1.9,0.2
8/1/2015,9,2.1,0.2
9/1/2015,9,2.3,0.2
10/1/2015,9,2.4,0
11/1/2015,9,2.6,0.2
12/1/2015,9,2.6,0
1/1/2016,9,2.3,0.1
2/1/2016,9,2.4,0.5
3/1/2016,9,2.6,0
4/1/2016,9,1.6,0
5/1/2016,9,1.5,0.1
6/1/2016,9,1.4,0
7/1/2016,9,1.7,0.5
8/1/2016,9,3.6,2.1
9/1/2016,9,3.4,0
10/1/2016,9,3.5,0.1
11/1/2016,9,3.2,-0.2
12/1/2016,9,3.3,0.1
1/1/2017,9,3.2,0.1
2/1/2017,9,3.1,0.4
3/1/2017,9,3,-0.2
4/1/2017,9,3,0
5/1/2017,9,2.9,0
6/1/2017,9,3,0.1
7/1/2017,9,2.6,0.1
8/1/2017,9,0.4,-0.1
9/1/2017,9,0.4,0
10/1/2017,9,0.4,0.1
11/1/2017,9,0.6,0.1
12/1/2017,9,0.5,0
1/1/2018,9,0.5,0.1
2/1/2018,9,0.4,0.2
3/1/2018,9,0.5,0
4/1/2018,9,0.6,0.1
5/1/2018,9,0.5,-0.1
6/1/2018,9,-2.5,-2.9
7/1/2018,9,-2.4,0.2
8/1/2018,9,-2.2,0.1
9/1/2018,9,-0.2,2.1
10/1/2018,9,-0.2,0.1
11/1/2018,9,-0.3,0
12/1/2018,9,-0.2,0.1
1/1/2019,9,-0.4,-0.1
2/1/2019,9,-0.4,0.2
3/1/2019,9,-0.4,-0.1
4/1/2019,9,-0.4,0.1
5/1/2019,9,-0.4,-0.1
6/1/2019,9,2.7,0.1
7/1/2019,9,2.4,-0.1
8/1/2019,9,2.3,0
9/1/2019,9,0.8,0.6
10/1/2019,9,0.7,0
11/1/2019,9,0.8,0.1
12/1/2019,9,0.6,-0.1
1/1/2020,9,0.9,0.2
2/1/2020,9,0.7,0
3/1/2020,9,0.7,-0.1
4/1/2020,9,0.6,0
5/1/2020,9,0.7,0
6/1/2020,9,0.6,0
7/1/2020,9,0.7,0
8/1/2020,9,0.6,-0.1
9/1/2020,9,0.1,0.1
10/1/2020,9,0.2,0.1
11/1/2020,9,0.1,0
12/1/2020,9,0.2,0
1/1/2021,9,0.1,0.1
2/1/2021,9,0.1,0
3/1/2021,9,0.5,0.4
4/1/2021,9,0.7,0.2
5/1/2021,9,0.6,-0.1
6/1/2021,9,0.6,0
7/1/2021,9,0.6,0
8/1/2021,9,0.7,0
9/1/2021,9,0.6,0
10/1/2021,9,0.2,-0.4
11/1/2021,9,0.2,0
12/1/2021,9,0.4,0.3
1/1/2022,9,1.2,0.8
2/1/2022,9,1.6,0.4
3/1/2022,9,1.1,-0.2
4/1/2022,9,1.3,0.4
5/1/2022,9,1.8,0.3
6/1/2022,9,2.2,0.4
7/1/2022,9,2.5,0.3
8/1/2022,9,2.7,0.3
9/1/2022,9,3.1,0.3
10/1/2022,9,3.4,-0.1
11/1/2022,9,3.6,0.2
12/1/2022,9,2.4,-0.9
1/1/2023,9,2.7,1.1
2/1/2023,9,1.7,-0.5
3/1/2023,9,1.9,0
4/1/2023,9,1.8,0.3
5/1/2023,9,1.8,0.3
6/1/2023,9,1.6,0.3
7/1/2023,9,1.1,-0.3
8/1/2023,9,1,0.2
9/1/2023,9,0.6,-0.1
10/1/2023,9,0.7,0
11/1/2023,9,0.6,0.1
12/1/2023,9,1.9,0.4
1/1/2024,9,0.8,0
2/1/2024,9,1.6,0.3
3/1/2024,9,1.5,-0.2
4/1/2024,9,2,0.8
5/1/2024,9,1.9,0.3
6/1/2024,9,1.9,0.3
7/1/2024,9,2.2,0.1
8/1/2024,9,2,0
9/1/2024,9,2.1,0
10/1/2024,9,2,-0.1
11/1/2024,9,2,0.1
12/1/2024,9,1.7,0.1
1/1/2025,9,1.8,0.1
2/1/2025,9,1.5,0.1
3/1/2025,9,1.7,0
4/1/2025,9,1.3,0.4
5/1/2025,9,0.9,-0.1
6/1/2025,9,0.8,0.1
7/1/2025,9,0.8,0.1
8/1/2025,9,0.9,0.2
9/1/2025,9,0.9,0
10/1/2025,9,1.2,0.2
11/1/2025,9,1.2,0.1
12/1/2025,9,0.8,-0.2
1/1/2026,9,0.9,0.2
2/1/2026,9,0.8,0
3/1/2026,9,1,0.2
2/1/2000,10,,
3/1/2000,10,,
4/1/2000,10,,
5/1/2000,10,,
6/1/2000,10,,
7/1/2000,10,,
8/1/2000,10,,
9/1/2000,10,,
10/1/2000,10,,
11/1/2000,10,,
12/1/2000,10,,
1/1/2001,10,,
2/1/2001,10,,
3/1/2001,10,,
4/1/2001,10,,
5/1/2001,10,,
6/1/2001,10,,
7/1/2001,10,,
8/1/2001,10,,
9/1/2001,10,,
10/1/2001,10,,
11/1/2001,10,,
12/1/2001,10,,
1/1/2002,10,,
2/1/2002,10,,
3/1/2002,10,,
4/1/2002,10,,
5/1/2002,10,,
6/1/2002,10,,
7/1/2002,10,,
8/1/2002,10,,
9/1/2002,10,,
10/1/2002,10,,
11/1/2002,10,,
12/1/2002,10,,
1/1/2003,10,,
2/1/2003,10,,
3/1/2003,10,,
4/1/2003,10,,
5/1/2003,10,,
6/1/2003,10,,
7/1/2003,10,,
8/1/2003,10,,
9/1/2003,10,,
10/1/2003,10,,
11/1/2003,10,,
12/1/2003,10,,
1/1/2004,10,,
2/1/2004,10,,
3/1/2004,10,,
4/1/2004,10,,
5/1/2004,10,,
6/1/2004,10,,
7/1/2004,10,,
8/1/2004,10,,
9/1/2004,10,,
10/1/2004,10,,
11/1/2004,10,,
12/1/2004,10,,
1/1/2005,10,,
2/1/2005,10,,0.1
3/1/2005,10,,0
4/1/2005,10,,0.1
5/1/2005,10,,0
6/1/2005,10,,0.1
7/1/2005,10,,0.1
8/1/2005,10,,0.1
9/1/2005,10,,-0.1
10/1/2005,10,,0
11/1/2005,10,,0
12/1/2005,10,,0.1
1/1/2006,10,1.1,0.5
2/1/2006,10,1.3,0.3
3/1/2006,10,1.4,0.1
4/1/2006,10,1.4,0.1
5/1/2006,10,1.4,0
6/1/2006,10,1.5,0.2
7/1/2006,10,1.5,0.1
8/1/2006,10,1.6,0.2
9/1/2006,10,1.9,0.1
10/1/2006,10,1.9,0
11/1/2006,10,2,0.1
12/1/2006,10,2.3,0.4
1/1/2007,10,2.3,0.5
2/1/2007,10,2.1,0.1
3/1/2007,10,2.1,0.1
4/1/2007,10,2,0
5/1/2007,10,2,0
6/1/2007,10,1.8,0.1
7/1/2007,10,1.7,0
8/1/2007,10,1.6,0.1
9/1/2007,10,1.5,0
10/1/2007,10,1.5,0
11/1/2007,10,1.4,0
12/1/2007,10,1.1,0.1
1/1/2008,10,1.5,1
2/1/2008,10,2.1,0.7
3/1/2008,10,2.1,0.1
4/1/2008,10,2.2,0.1
5/1/2008,10,2.2,0
6/1/2008,10,2.3,0.2
7/1/2008,10,2.3,0
8/1/2008,10,2.4,0.2
9/1/2008,10,2.7,0.2
10/1/2008,10,2.8,0.1
11/1/2008,10,2.8,0
12/1/2008,10,2.8,0.1
1/1/2009,10,2.9,1.1
2/1/2009,10,2.4,0.2
3/1/2009,10,2.4,0.1
4/1/2009,10,2.4,0.1
5/1/2009,10,2.4,0
6/1/2009,10,2.2,0
7/1/2009,10,2.4,0.2
8/1/2009,10,2.4,0.2
9/1/2009,10,2.2,0
10/1/2009,10,2.1,0
11/1/2009,10,2.1,0
12/1/2009,10,2.1,0.1
1/1/2010,10,1.7,0.8
2/1/2010,10,1.6,0.1
3/1/2010,10,1.7,0.2
4/1/2010,10,1.7,0.1
5/1/2010,10,1.7,0
6/1/2010,10,1.7,0
7/1/2010,10,1.7,0.2
8/1/2010,10,1.6,0.1
9/1/2010,10,1.6,0
10/1/2010,10,1.6,0
11/1/2010,10,1.7,0.1
12/1/2010,10,1.7,0.1
1/1/2011,10,1.5,0.6
2/1/2011,10,2,0.6
3/1/2011,10,2.1,0.3
4/1/2011,10,2.2,0.2
5/1/2011,10,2.2,0
6/1/2011,10,2.3,0.1
7/1/2011,10,2.2,0.1
8/1/2011,10,2.2,0.1
9/1/2011,10,2.2,0
10/1/2011,10,2.3,0.1
11/1/2011,10,2.8,0.6
12/1/2011,10,2.8,0.1
1/1/2012,10,3.1,0.9
2/1/2012,10,2.9,0.4
3/1/2012,10,2.6,0.1
4/1/2012,10,2.6,0.2
5/1/2012,10,2.6,0
6/1/2012,10,2.4,-0.1
7/1/2012,10,2.3,0
8/1/2012,10,2.2,0
9/1/2012,10,2.3,0.1
10/1/2012,10,2.2,0
11/1/2012,10,1.6,0
12/1/2012,10,1.6,0.1
1/1/2013,10,1.8,1
2/1/2013,10,2.2,0.8
3/1/2013,10,2.2,0.1
4/1/2013,10,2.1,0.1
5/1/2013,10,2.3,0.2
6/1/2013,10,2.5,0.1
7/1/2013,10,2.6,0.1
8/1/2013,10,2.6,0
9/1/2013,10,2.6,0.1
10/1/2013,10,2.6,0
11/1/2013,10,2.9,0.3
12/1/2013,10,2.9,0.1
1/1/2014,10,2.6,0.8
2/1/2014,10,2.3,0.5
3/1/2014,10,2.3,0.1
4/1/2014,10,2.3,0.1
5/1/2014,10,2.2,0.1
6/1/2014,10,2.2,0.1
7/1/2014,10,2.3,0.2
8/1/2014,10,2.5,0.2
9/1/2014,10,2.4,0
10/1/2014,10,2.4,0
11/1/2014,10,2.2,0.1
12/1/2014,10,2.2,0.1
1/1/2015,10,2.1,0.7
2/1/2015,10,2.2,0.5
3/1/2015,10,2.2,0.1
4/1/2015,10,2.6,0.5
5/1/2015,10,2.5,-0.1
6/1/2015,10,2.6,0.2
7/1/2015,10,2.4,0
8/1/2015,10,2.5,0.3
9/1/2015,10,2.5,0
10/1/2015,10,2.5,0
11/1/2015,10,2.5,0.1
12/1/2015,10,2.6,0.3
1/1/2016,10,2.6,0.7
2/1/2016,10,2.5,0.4
3/1/2016,10,2.6,0.2
4/1/2016,10,2.1,0.1
5/1/2016,10,2.2,0
6/1/2016,10,2.1,0.1
7/1/2016,10,2.2,0.1
8/1/2016,10,2,0
9/1/2016,10,2,0
10/1/2016,10,2,0
11/1/2016,10,1.9,0.1
12/1/2016,10,1.7,0
1/1/2017,10,2,1
2/1/2017,10,1.7,0.1
3/1/2017,10,1.7,0.2
4/1/2017,10,1.7,0.1
5/1/2017,10,1.7,0
6/1/2017,10,1.7,0.1
7/1/2017,10,1.6,0
8/1/2017,10,1.6,0
9/1/2017,10,1.6,0
10/1/2017,10,1.6,0
11/1/2017,10,1.5,0
12/1/2017,10,1.7,0.2
1/1/2018,10,1.2,0.6
2/1/2018,10,1.2,0.1
3/1/2018,10,1.1,0.1
4/1/2018,10,1.1,0.1
5/1/2018,10,1.2,0.1
6/1/2018,10,0.9,-0.2
7/1/2018,10,1,0.1
8/1/2018,10,1.1,0.1
9/1/2018,10,1.1,0
10/1/2018,10,1.1,0
11/1/2018,10,1.4,0.3
12/1/2018,10,1.1,-0.1
1/1/2019,10,0.9,0.4
2/1/2019,10,1.3,0.4
3/1/2019,10,1.3,0.1
4/1/2019,10,1.2,0
5/1/2019,10,1.2,0.1
6/1/2019,10,1.4,0
7/1/2019,10,1.4,0.1
8/1/2019,10,1.4,0.1
9/1/2019,10,1.8,0.4
10/1/2019,10,1.9,0.1
11/1/2019,10,1.6,0
12/1/2019,10,1.7,0
1/1/2020,10,1.7,0.4
2/1/2020,10,1.3,0.1
3/1/2020,10,1.3,0
4/1/2020,10,1.2,-0.1
5/1/2020,10,1,-0.1
6/1/2020,10,0.8,-0.2
7/1/2020,10,1.2,0.4
8/1/2020,10,1.1,0
9/1/2020,10,0.7,0.1
10/1/2020,10,0.7,0
11/1/2020,10,0.6,-0.1
12/1/2020,10,0.6,0
1/1/2021,10,0.2,0
2/1/2021,10,0.1,0
3/1/2021,10,0,-0.1
4/1/2021,10,0.2,0.2
5/1/2021,10,0.3,0
6/1/2021,10,0.5,0
7/1/2021,10,0.1,0
8/1/2021,10,0,-0.1
9/1/2021,10,-0.1,0
10/1/2021,10,-0.1,0
11/1/2021,10,0.1,0.1
12/1/2021,10,0.2,0.1
1/1/2022,10,0.7,0.5
2/1/2022,10,0.7,0.1
3/1/2022,10,0.9,0.1
4/1/2022,10,1,0.2
5/1/2022,10,1,0
6/1/2022,10,1.1,0.1
7/1/2022,10,1.2,0.1
8/1/2022,10,1.2,0
9/1/2022,10,1.3,0.1
10/1/2022,10,1.4,0.1
11/1/2022,10,1.5,0.2
12/1/2022,10,1.4,0
1/1/2023,10,1.3,0.4
2/1/2023,10,1.6,0.4
